ACCOUNT ID,DATE,NARRATIVE,AMOUNT,SPLIT,NEW DATE,SPLIT
20,12/31/2020,Savings for the Month of December 2020,108160,DFCU SACCO A/C,31/12/2020,40
20,1/31/2021,Savings for the Month of January 2021,108160,DFCU SACCO A/C,31/01/2021,40
20,2/28/2021,Savings for the Month of February 2021,108160,DFCU SACCO A/C,28/02/2021,40
20,3/30/2021,Savings for the Month of March 2021,108160,DFCU SACCO A/C,30/03/2021,40
20,4/30/2021,Savings for the Month of April 2021,108160,DFCU SACCO A/C,30/04/2021,40
20,5/31/2021,Savings by Nyevu Aziiza for the Month of  May 2021,108160,DFCU SACCO A/C,31/05/2021,40
20,6/24/2021,Savings by Nyevu Aziiza for the Month of  June 2021,108160,DFCU SACCO A/C,24/06/2021,40
21,2/28/2020,Savings for the Month of February 2020,173056,Equity Joint A/C,28/02/2020,50
21,3/31/2020,Savings for the Month of March 2020,173056,Equity Joint A/C,31/03/2020,50
21,4/30/2020,Savings for the Month of April 2020,173056,Equity Joint A/C,30/04/2020,50
21,5/23/2020,Savings for the Month of May 2020,173056,Equity Joint A/C,23/05/2020,50
21,6/30/2020,Savings for the Month of June 2020,173056,Equity Joint A/C,30/06/2020,50
21,7/31/2020,Savings for the Month of July 2020,173056,Equity Joint A/C,31/07/2020,50
21,8/31/2020,Savings for the Month of August 2020,173056,Equity Joint A/C,31/08/2020,50
21,9/30/2020,Savings for the Month of September 2020,173056,Equity Joint A/C,30/09/2020,50
21,10/27/2020,Savings for the Month of October 2020,173056,DFCU SACCO A/C,27/10/2020,40
21,11/30/2020,Savings for the Month of November 2020,173056,DFCU SACCO A/C,30/11/2020,40
21,12/31/2020,Savings for the Month of December 2020,173056,DFCU SACCO A/C,31/12/2020,40
21,1/31/2021,Savings for the Month of January 2021,173056,DFCU SACCO A/C,31/01/2021,40
21,2/28/2021,Savings for the Month of February 2021,173056,DFCU SACCO A/C,28/02/2021,40
21,3/30/2021,Savings for the Month of March 2021,173056,DFCU SACCO A/C,30/03/2021,40
21,4/30/2021,Savings for the Month of April 2021,173056,DFCU SACCO A/C,30/04/2021,40
21,5/31/2021,Savings by Ojulong Emmanuel for the Month of  May 2021,173056,DFCU SACCO A/C,31/05/2021,40
21,6/24/2021,Savings by Ojulong Emmanuel for the Month of  June 2021,173056,DFCU SACCO A/C,24/06/2021,40
22,2/28/2020,Savings for the Month of February 2020,100000,Equity Joint A/C,28/02/2020,50
22,3/31/2020,Savings for the Month of March 2020,100000,Equity Joint A/C,31/03/2020,50
22,4/30/2020,Savings for the Month of April 2020,100000,Equity Joint A/C,30/04/2020,50
22,5/23/2020,Savings for the Month of May 2020,100000,Equity Joint A/C,23/05/2020,50
22,6/30/2020,Savings for the Month of June 2020,100000,Equity Joint A/C,30/06/2020,50
22,7/31/2020,Savings for the Month of July 2020,100000,Equity Joint A/C,31/07/2020,50
22,8/31/2020,Savings for the Month of August 2020,100000,Equity Joint A/C,31/08/2020,50
22,9/30/2020,Savings for the Month of September 2020,100000,Equity Joint A/C,30/09/2020,50
22,10/27/2020,Savings for the Month of October 2020,100000,DFCU SACCO A/C,27/10/2020,40
22,11/30/2020,Savings for the Month of November 2020,100000,DFCU SACCO A/C,30/11/2020,40
22,12/31/2020,Savings for the Month of December 2020,100000,DFCU SACCO A/C,31/12/2020,40
22,1/31/2021,Savings for the Month of January 2021,100000,DFCU SACCO A/C,31/01/2021,40
22,2/28/2021,Savings for the Month of February 2021,100000,DFCU SACCO A/C,28/02/2021,40
22,3/30/2021,Savings for the Month of March 2021,100000,DFCU SACCO A/C,30/03/2021,40
22,4/30/2021,Savings for the Month of April 2021,100000,DFCU SACCO A/C,30/04/2021,40
22,5/31/2021,Savings by Buhanga Robert for the Month of  May 2021,100000,DFCU SACCO A/C,31/05/2021,40
22,6/24/2021,Savings by Buhanga Robert for the Month of  June 2021,100000,DFCU SACCO A/C,24/06/2021,40
23,2/28/2020,Savings for the Month of February 2020,302848,Equity Joint A/C,28/02/2020,50
23,3/31/2020,Savings for the Month of March 2020,302848,Equity Joint A/C,31/03/2020,50
23,4/30/2020,Savings for the Month of April 2020,302848,Equity Joint A/C,30/04/2020,50
23,5/23/2020,Savings for the Month of May 2020,302848,Equity Joint A/C,23/05/2020,50
23,6/30/2020,Savings for the Month of June 2020,302848,Equity Joint A/C,30/06/2020,50
23,7/31/2020,Savings for the Month of July 2020,302848,Equity Joint A/C,31/07/2020,50
23,8/31/2020,Savings for the Month of August 2020,302848,Equity Joint A/C,31/08/2020,50
23,9/30/2020,Savings for the Month of September 2020,302848,Equity Joint A/C,30/09/2020,50
23,10/27/2020,Savings for the Month of October 2020,302848,DFCU SACCO A/C,27/10/2020,40
23,11/30/2020,Savings for the Month of November 2020,302848,DFCU SACCO A/C,30/11/2020,40
23,12/31/2020,Savings for the Month of December 2020,302848,DFCU SACCO A/C,31/12/2020,40
23,1/31/2021,Savings for the Month of January 2021,302848,DFCU SACCO A/C,31/01/2021,40
23,2/28/2021,Savings for the Month of February 2021,302848,DFCU SACCO A/C,28/02/2021,40
23,3/30/2021,Savings for the Month of March 2021,302848,DFCU SACCO A/C,30/03/2021,40
23,4/30/2021,Savings for the Month of April 2021,562432,DFCU SACCO A/C,30/04/2021,40
23,5/31/2021,Savings by Josephine Kabsainguzi Kayindo for the Month of  May 2021,900450,DFCU SACCO A/C,31/05/2021,40
23,6/24/2021,Savings by Josephine Kabsainguzi Kayindo for the Month of  June 2021,900450,DFCU SACCO A/C,24/06/2021,40
24,2/28/2020,Savings for the Month of February 2020,200834,Equity Joint A/C,28/02/2020,50
24,3/31/2020,Savings for the Month of March 2020,200834,Equity Joint A/C,31/03/2020,50
24,4/30/2020,Savings for the Month of April 2020,200834,Equity Joint A/C,30/04/2020,50
24,5/23/2020,Savings for the Month of May 2020,200834,Equity Joint A/C,23/05/2020,50
24,6/30/2020,Savings for the Month of June 2020,200834,Equity Joint A/C,30/06/2020,50
24,7/31/2020,Savings for the Month of July 2020,200834,Equity Joint A/C,31/07/2020,50
24,8/31/2020,Savings for the Month of August 2020,200834,Equity Joint A/C,31/08/2020,50
24,9/30/2020,Savings for the Month of September 2020,200834,Equity Joint A/C,30/09/2020,50
24,10/27/2020,Savings for the Month of October 2020,200834,DFCU SACCO A/C,27/10/2020,40
24,11/30/2020,Savings for the Month of November 2020,200834,DFCU SACCO A/C,30/11/2020,40
24,12/31/2020,Savings for the Month of December 2020,200834,DFCU SACCO A/C,31/12/2020,40
24,1/31/2021,Savings for the Month of January 2021,200834,DFCU SACCO A/C,31/01/2021,40
24,2/28/2021,Savings for the Month of February 2021,200834,DFCU SACCO A/C,28/02/2021,40
25,2/28/2020,Savings for the Month of February 2020,108160,Equity Joint A/C,28/02/2020,50
25,3/31/2020,Savings for the Month of March 2020,108160,Equity Joint A/C,31/03/2020,50
25,4/30/2020,Savings for the Month of April 2020,108160,Equity Joint A/C,30/04/2020,50
25,5/23/2020,Savings for the Month of May 2020,108160,Equity Joint A/C,23/05/2020,50
25,6/30/2020,Savings for the Month of June 2020,108160,Equity Joint A/C,30/06/2020,50
25,7/31/2020,Savings for the Month of July 2020,108160,Equity Joint A/C,31/07/2020,50
25,8/31/2020,Savings for the Month of August 2020,108160,Equity Joint A/C,31/08/2020,50
25,9/30/2020,Savings for the Month of September 2020,108160,Equity Joint A/C,30/09/2020,50
25,10/27/2020,Savings for the Month of October 2020,108160,DFCU SACCO A/C,27/10/2020,40
25,11/30/2020,Savings for the Month of November 2020,108160,DFCU SACCO A/C,30/11/2020,40
25,12/31/2020,Savings for the Month of December 2020,108160,DFCU SACCO A/C,31/12/2020,40
25,1/31/2021,Savings for the Month of January 2021,108160,DFCU SACCO A/C,31/01/2021,40
25,2/28/2021,Savings for the Month of February 2021,108160,DFCU SACCO A/C,28/02/2021,40
25,3/30/2021,Savings for the Month of March 2021,108160,DFCU SACCO A/C,30/03/2021,40
25,4/30/2021,Savings for the Month of April 2021,108160,DFCU SACCO A/C,30/04/2021,40
25,5/31/2021,Savings by Atamba Aggrey for the Month of  May 2021,108160,DFCU SACCO A/C,31/05/2021,40
25,6/24/2021,Savings by Atamba Aggrey for the Month of  June 2021,108160,DFCU SACCO A/C,24/06/2021,40
27,2/28/2020,Savings for the Month of February 2020,61002,Equity Joint A/C,28/02/2020,50
27,3/31/2020,Savings for the Month of March 2020,61002,Equity Joint A/C,31/03/2020,50
27,4/30/2020,Savings for the Month of April 2020,61002,Equity Joint A/C,30/04/2020,50
27,5/23/2020,Savings for the Month of May 2020,61002,Equity Joint A/C,23/05/2020,50
27,6/30/2020,Savings for the Month of June 2020,61002,Equity Joint A/C,30/06/2020,50
27,7/31/2020,Savings for the Month of July 2020,61002,Equity Joint A/C,31/07/2020,50
27,8/31/2020,Savings for the Month of August 2020,61002,Equity Joint A/C,31/08/2020,50
27,9/30/2020,Savings for the Month of September 2020,61002,Equity Joint A/C,30/09/2020,50
27,10/27/2020,Savings for the Month of October 2020,61002,DFCU SACCO A/C,27/10/2020,40
27,11/30/2020,Savings for the Month of November 2020,61002,DFCU SACCO A/C,30/11/2020,40
27,12/31/2020,Savings for the Month of December 2020,61002,DFCU SACCO A/C,31/12/2020,40
27,1/31/2021,Savings for the Month of January 2021,61002,DFCU SACCO A/C,31/01/2021,40
27,2/28/2021,Savings for the Month of February 2021,61002,DFCU SACCO A/C,28/02/2021,40
27,3/30/2021,Savings for the Month of March 2021,61002,DFCU SACCO A/C,30/03/2021,40
27,4/30/2021,Savings for the Month of April 2021,61002,DFCU SACCO A/C,30/04/2021,40
27,5/31/2021,Savings by Mugoya David Mugabi for the Month of  May 2021,61002,DFCU SACCO A/C,31/05/2021,40
27,6/24/2021,Savings by Mugoya David Mugabi for the Month of  June 2021,61002,DFCU SACCO A/C,24/06/2021,40
28,2/28/2020,Savings for the Month of February 2020,173056,Equity Joint A/C,28/02/2020,50
28,3/31/2020,Savings for the Month of March 2020,173056,Equity Joint A/C,31/03/2020,50
28,4/30/2020,Savings for the Month of April 2020,173056,Equity Joint A/C,30/04/2020,50
28,5/23/2020,Savings for the Month of May 2020,173056,Equity Joint A/C,23/05/2020,50
28,6/30/2020,Savings for the Month of June 2020,173056,Equity Joint A/C,30/06/2020,50
28,7/31/2020,Savings for the Month of July 2020,173056,Equity Joint A/C,31/07/2020,50
28,8/31/2020,Savings for the Month of August 2020,173056,Equity Joint A/C,31/08/2020,50
28,9/30/2020,Savings for the Month of September 2020,173056,Equity Joint A/C,30/09/2020,50
28,10/27/2020,Savings for the Month of October 2020,173056,DFCU SACCO A/C,27/10/2020,40
28,11/30/2020,Savings for the Month of November 2020,173056,DFCU SACCO A/C,30/11/2020,40
28,12/31/2020,Savings for the Month of December 2020,173056,DFCU SACCO A/C,31/12/2020,40
28,1/31/2021,Savings for the Month of January 2021,173056,DFCU SACCO A/C,31/01/2021,40
28,2/28/2021,Savings for the Month of February 2021,173056,DFCU SACCO A/C,28/02/2021,40
28,3/30/2021,Savings for the Month of March 2021,173056,DFCU SACCO A/C,30/03/2021,40
28,4/30/2021,Savings for the Month of April 2021,173056,DFCU SACCO A/C,30/04/2021,40
28,5/31/2021,Savings by Abilu Isaac Boniface for the Month of  May 2021,173056,DFCU SACCO A/C,31/05/2021,40
28,6/24/2021,Savings by Abilu Isaac Boniface for the Month of  June 2021,173056,DFCU SACCO A/C,24/06/2021,40
29,2/28/2020,Savings for the Month of February 2020,108160,Equity Joint A/C,28/02/2020,50
29,3/31/2020,Savings for the Month of March 2020,108160,Equity Joint A/C,31/03/2020,50
29,4/30/2020,Savings for the Month of April 2020,108160,Equity Joint A/C,30/04/2020,50
29,5/23/2020,Savings for the Month of May 2020,108160,Equity Joint A/C,23/05/2020,50
29,6/30/2020,Savings for the Month of June 2020,108160,Equity Joint A/C,30/06/2020,50
29,7/31/2020,Savings for the Month of July 2020,108160,Equity Joint A/C,31/07/2020,50
29,8/31/2020,Savings for the Month of August 2020,108160,Equity Joint A/C,31/08/2020,50
29,9/30/2020,Savings for the Month of September 2020,108160,Equity Joint A/C,30/09/2020,50
29,10/27/2020,Savings for the Month of October 2020,108160,DFCU SACCO A/C,27/10/2020,40
29,11/30/2020,Savings for the Month of November 2020,108160,DFCU SACCO A/C,30/11/2020,40
29,12/31/2020,Savings for the Month of December 2020,108160,DFCU SACCO A/C,31/12/2020,40
29,1/31/2021,Savings for the Month of January 2021,108160,DFCU SACCO A/C,31/01/2021,40
29,2/28/2021,Savings for the Month of February 2021,108160,DFCU SACCO A/C,28/02/2021,40
29,3/30/2021,Savings for the Month of March 2021,108160,DFCU SACCO A/C,30/03/2021,40
29,4/30/2021,Savings for the Month of April 2021,108160,DFCU SACCO A/C,30/04/2021,40
29,5/31/2021,Savings by Hinapanda Samuel for the Month of  May 2021,108160,DFCU SACCO A/C,31/05/2021,40
29,6/24/2021,Savings by Hinapanda Samuel for the Month of  June 2021,108160,DFCU SACCO A/C,24/06/2021,40
30,2/28/2020,Savings for the Month of February 2020,18928,Equity Joint A/C,28/02/2020,50
30,3/31/2020,Savings for the Month of March 2020,18928,Equity Joint A/C,31/03/2020,50
30,4/30/2020,Savings for the Month of April 2020,18928,Equity Joint A/C,30/04/2020,50
30,5/23/2020,Savings for the Month of May 2020,18928,Equity Joint A/C,23/05/2020,50
30,6/30/2020,Savings for the Month of June 2020,18928,Equity Joint A/C,30/06/2020,50
30,7/31/2020,Savings for the Month of July 2020,18928,Equity Joint A/C,31/07/2020,50
30,8/31/2020,Savings for the Month of August 2020,18928,Equity Joint A/C,31/08/2020,50
30,9/30/2020,Savings for the Month of September 2020,18928,Equity Joint A/C,30/09/2020,50
30,10/27/2020,Savings for the Month of October 2020,18928,DFCU SACCO A/C,27/10/2020,40
30,11/30/2020,Savings for the Month of November 2020,18928,DFCU SACCO A/C,30/11/2020,40
30,12/31/2020,Savings for the Month of December 2020,18928,DFCU SACCO A/C,31/12/2020,40
30,1/31/2021,Savings for the Month of January 2021,18928,DFCU SACCO A/C,31/01/2021,40
30,2/28/2021,Savings for the Month of February 2021,18928,DFCU SACCO A/C,28/02/2021,40
30,3/30/2021,Savings for the Month of March 2021,18928,DFCU SACCO A/C,30/03/2021,40
30,4/30/2021,Savings for the Month of April 2021,18928,DFCU SACCO A/C,30/04/2021,40
30,5/31/2021,Savings by Bukosela Lydia for the Month of  May 2021,18928,DFCU SACCO A/C,31/05/2021,40
30,6/24/2021,Savings by Bukosela Lydia for the Month of  June 2021,18928,DFCU SACCO A/C,24/06/2021,40
31,2/28/2020,Savings for the Month of February 2020,200834,Equity Joint A/C,28/02/2020,50
31,3/31/2020,Savings for the Month of March 2020,200834,Equity Joint A/C,31/03/2020,50
31,4/30/2020,Savings for the Month of April 2020,200834,Equity Joint A/C,30/04/2020,50
31,5/23/2020,Savings for the Month of May 2020,200834,Equity Joint A/C,23/05/2020,50
31,6/30/2020,Savings for the Month of June 2020,200834,Equity Joint A/C,30/06/2020,50
31,7/31/2020,Savings for the Month of July 2020,200834,Equity Joint A/C,31/07/2020,50
31,8/31/2020,Savings for the Month of August 2020,200834,Equity Joint A/C,31/08/2020,50
31,9/30/2020,Savings for the Month of September 2020,200834,Equity Joint A/C,30/09/2020,50
31,10/27/2020,Savings for the Month of October 2020,200834,DFCU SACCO A/C,27/10/2020,40
31,11/30/2020,Savings for the Month of November 2020,200834,DFCU SACCO A/C,30/11/2020,40
31,12/31/2020,Savings for the Month of December 2020,200834,DFCU SACCO A/C,31/12/2020,40
31,1/31/2021,Savings for the Month of January 2021,200834,DFCU SACCO A/C,31/01/2021,40
31,2/28/2021,Savings for the Month of February 2021,200834,DFCU SACCO A/C,28/02/2021,40
31,3/30/2021,Savings for the Month of March 2021,200834,DFCU SACCO A/C,30/03/2021,40
31,4/30/2021,Savings for the Month of April 2021,200834,DFCU SACCO A/C,30/04/2021,40
31,5/31/2021,Savings by Adiking Esther for the Month of  May 2021,200834,DFCU SACCO A/C,31/05/2021,40
31,6/24/2021,Savings by Adiking Esther for the Month of  June 2021,200834,DFCU SACCO A/C,24/06/2021,40
33,2/28/2020,Savings for the Month of February 2020,216320,Equity Joint A/C,28/02/2020,50
33,3/31/2020,Savings for the Month of March 2020,216320,Equity Joint A/C,31/03/2020,50
33,4/30/2020,Savings for the Month of April 2020,216320,Equity Joint A/C,30/04/2020,50
33,5/23/2020,Savings for the Month of May 2020,216320,Equity Joint A/C,23/05/2020,50
33,6/30/2020,Savings for the Month of June 2020,216320,Equity Joint A/C,30/06/2020,50
33,7/31/2020,Savings for the Month of July 2020,216320,Equity Joint A/C,31/07/2020,50
33,8/31/2020,Savings for the Month of August 2020,216320,Equity Joint A/C,31/08/2020,50
33,9/30/2020,Savings for the Month of September 2020,216320,Equity Joint A/C,30/09/2020,50
33,10/27/2020,Savings for the Month of October 2020,216320,DFCU SACCO A/C,27/10/2020,40
33,11/30/2020,Savings for the Month of November 2020,216320,DFCU SACCO A/C,30/11/2020,40
33,12/31/2020,Savings for the Month of December 2020,216320,DFCU SACCO A/C,31/12/2020,40
33,1/31/2021,Savings for the Month of January 2021,216320,DFCU SACCO A/C,31/01/2021,40
33,2/28/2021,Savings for the Month of February 2021,216320,DFCU SACCO A/C,28/02/2021,40
33,3/30/2021,Savings for the Month of March 2021,216320,DFCU SACCO A/C,30/03/2021,40
33,4/30/2021,Savings for the Month of April 2021,216320,DFCU SACCO A/C,30/04/2021,40
33,5/31/2021,Savings by Acam Bruna Patricia for the Month of  May 2021,216320,DFCU SACCO A/C,31/05/2021,40
33,6/24/2021,Savings by Acam Bruna Patricia for the Month of  June 2021,216320,DFCU SACCO A/C,24/06/2021,40
34,2/28/2020,Savings for the Month of February 2020,108160,Equity Joint A/C,28/02/2020,50
34,3/31/2020,Savings for the Month of March 2020,108160,Equity Joint A/C,31/03/2020,50
34,4/30/2020,Savings for the Month of April 2020,108160,Equity Joint A/C,30/04/2020,50
34,5/23/2020,Savings for the Month of May 2020,108160,Equity Joint A/C,23/05/2020,50
34,6/30/2020,Savings for the Month of June 2020,108160,Equity Joint A/C,30/06/2020,50
34,7/31/2020,Savings for the Month of July 2020,108160,Equity Joint A/C,31/07/2020,50
34,8/31/2020,Savings for the Month of August 2020,108160,Equity Joint A/C,31/08/2020,50
34,9/30/2020,Savings for the Month of September 2020,108160,Equity Joint A/C,30/09/2020,50
34,10/27/2020,Savings for the Month of October 2020,108160,DFCU SACCO A/C,27/10/2020,40
34,11/30/2020,Savings for the Month of November 2020,108160,DFCU SACCO A/C,30/11/2020,40
34,12/31/2020,Savings for the Month of December 2020,108160,DFCU SACCO A/C,31/12/2020,40
34,1/31/2021,Savings for the Month of January 2021,108160,DFCU SACCO A/C,31/01/2021,40
34,2/28/2021,Savings for the Month of February 2021,108160,DFCU SACCO A/C,28/02/2021,40
34,3/30/2021,Savings for the Month of March 2021,108160,DFCU SACCO A/C,30/03/2021,40
34,4/30/2021,Savings for the Month of April 2021,108160,DFCU SACCO A/C,30/04/2021,40
34,5/31/2021,Savings by Bwayo Dison Emmanuel for the Month of  May 2021,108160,DFCU SACCO A/C,31/05/2021,40
34,6/24/2021,Savings by Bwayo Dison Emmanuel for the Month of  June 2021,108160,DFCU SACCO A/C,24/06/2021,40
35,2/28/2020,Savings for the Month of February 2020,216320,Equity Joint A/C,28/02/2020,50
35,3/31/2020,Savings for the Month of March 2020,216320,Equity Joint A/C,31/03/2020,50
35,4/30/2020,Savings for the Month of April 2020,216320,Equity Joint A/C,30/04/2020,50
35,5/23/2020,Savings for the Month of May 2020,216320,Equity Joint A/C,23/05/2020,50
35,6/30/2020,Savings for the Month of June 2020,519150,Equity Joint A/C,30/06/2020,50
35,7/31/2020,Savings for the Month of July 2020,519150,Equity Joint A/C,31/07/2020,50
35,8/31/2020,Savings for the Month of August 2020,519150,Equity Joint A/C,31/08/2020,50
35,9/30/2020,Savings for the Month of September 2020,519150,Equity Joint A/C,30/09/2020,50
35,10/27/2020,Savings for the Month of October 2020,519150,DFCU SACCO A/C,27/10/2020,40
35,11/30/2020,Savings for the Month of November 2020,519150,DFCU SACCO A/C,30/11/2020,40
35,12/31/2020,Savings for the Month of December 2020,519150,DFCU SACCO A/C,31/12/2020,40
35,1/31/2021,Savings for the Month of January 2021,519150,DFCU SACCO A/C,31/01/2021,40
35,2/28/2021,Savings for the Month of February 2021,519150,DFCU SACCO A/C,28/02/2021,40
35,3/30/2021,Savings for the Month of March 2021,519150,DFCU SACCO A/C,30/03/2021,40
35,4/30/2021,Savings for the Month of April 2021,519150,DFCU SACCO A/C,30/04/2021,40
35,5/31/2021,Savings by Nakale Mary for the Month of  May 2021,519150,DFCU SACCO A/C,31/05/2021,40
35,6/24/2021,Savings by Nakale Mary for the Month of  June 2021,519150,DFCU SACCO A/C,24/06/2021,40
36,2/28/2020,Savings for the Month of February 2020,200000,Equity Joint A/C,28/02/2020,50
36,3/31/2020,Savings for the Month of March 2020,200000,Equity Joint A/C,31/03/2020,50
36,4/30/2020,Savings for the Month of April 2020,200000,Equity Joint A/C,30/04/2020,50
36,5/23/2020,Savings for the Month of May 2020,200000,Equity Joint A/C,23/05/2020,50
36,6/30/2020,Savings for the Month of June 2020,200000,Equity Joint A/C,30/06/2020,50
36,7/31/2020,Savings for the Month of July 2020,200000,Equity Joint A/C,31/07/2020,50
36,8/31/2020,Savings for the Month of August 2020,200000,Equity Joint A/C,31/08/2020,50
36,9/30/2020,Savings for the Month of September 2020,200000,Equity Joint A/C,30/09/2020,50
36,10/27/2020,Savings for the Month of October 2020,200000,DFCU SACCO A/C,27/10/2020,40
36,11/30/2020,Savings for the Month of November 2020,200000,DFCU SACCO A/C,30/11/2020,40
36,12/31/2020,Savings for the Month of December 2020,200000,DFCU SACCO A/C,31/12/2020,40
36,1/31/2021,Savings for the Month of January 2021,200000,DFCU SACCO A/C,31/01/2021,40
36,2/28/2021,Savings for the Month of February 2021,200000,DFCU SACCO A/C,28/02/2021,40
36,3/30/2021,Savings for the Month of March 2021,200000,DFCU SACCO A/C,30/03/2021,40
36,4/30/2021,Savings for the Month of April 2021,200000,DFCU SACCO A/C,30/04/2021,40
36,5/31/2021,Savings by Timothy Mucunguzi Mbalinda for the Month of  May 2021,200000,DFCU SACCO A/C,31/05/2021,40
36,6/24/2021,Savings by Timothy Mucunguzi Mbalinda for the Month of  June 2021,200000,DFCU SACCO A/C,24/06/2021,40
37,2/28/2020,Savings for the Month of February 2020,108160,Equity Joint A/C,28/02/2020,50
37,3/31/2020,Savings for the Month of March 2020,108160,Equity Joint A/C,31/03/2020,50
37,4/30/2020,Savings for the Month of April 2020,108160,Equity Joint A/C,30/04/2020,50
37,5/23/2020,Savings for the Month of May 2020,108160,Equity Joint A/C,23/05/2020,50
37,6/30/2020,Savings for the Month of June 2020,108160,Equity Joint A/C,30/06/2020,50
37,7/31/2020,Savings for the Month of July 2020,108160,Equity Joint A/C,31/07/2020,50
37,8/31/2020,Savings for the Month of August 2020,108160,Equity Joint A/C,31/08/2020,50
37,9/30/2020,Savings for the Month of September 2020,108160,Equity Joint A/C,30/09/2020,50
37,10/27/2020,Savings for the Month of October 2020,108160,DFCU SACCO A/C,27/10/2020,40
37,11/30/2020,Savings for the Month of November 2020,108160,DFCU SACCO A/C,30/11/2020,40
37,12/31/2020,Savings for the Month of December 2020,108160,DFCU SACCO A/C,31/12/2020,40
37,1/31/2021,Savings for the Month of January 2021,108160,DFCU SACCO A/C,31/01/2021,40
37,2/28/2021,Savings for the Month of February 2021,108160,DFCU SACCO A/C,28/02/2021,40
37,3/30/2021,Savings for the Month of March 2021,108160,DFCU SACCO A/C,30/03/2021,40
37,4/30/2021,Savings for the Month of April 2021,108160,DFCU SACCO A/C,30/04/2021,40
37,5/31/2021,Savings by Biira Cindarella Moreen for the Month of  May 2021,108160,DFCU SACCO A/C,31/05/2021,40
37,6/24/2021,Savings by Biira Cindarella Moreen for the Month of  June 2021,108160,DFCU SACCO A/C,24/06/2021,40
38,2/28/2020,Savings for the Month of February 2020,173056,Equity Joint A/C,28/02/2020,50
38,3/31/2020,Savings for the Month of March 2020,173056,Equity Joint A/C,31/03/2020,50
38,4/30/2020,Savings for the Month of April 2020,173056,Equity Joint A/C,30/04/2020,50
38,5/23/2020,Savings for the Month of May 2020,173056,Equity Joint A/C,23/05/2020,50
38,6/30/2020,Savings for the Month of June 2020,173056,Equity Joint A/C,30/06/2020,50
38,7/31/2020,Savings for the Month of July 2020,173056,Equity Joint A/C,31/07/2020,50
38,8/31/2020,Savings for the Month of August 2020,173056,Equity Joint A/C,31/08/2020,50
38,9/30/2020,Savings for the Month of September 2020,173056,Equity Joint A/C,30/09/2020,50
38,10/27/2020,Savings for the Month of October 2020,173056,DFCU SACCO A/C,27/10/2020,40
38,11/30/2020,Savings for the Month of November 2020,173056,DFCU SACCO A/C,30/11/2020,40
38,12/31/2020,Savings for the Month of December 2020,173056,DFCU SACCO A/C,31/12/2020,40
38,1/31/2021,Savings for the Month of January 2021,173056,DFCU SACCO A/C,31/01/2021,40
38,2/28/2021,Savings for the Month of February 2021,173056,DFCU SACCO A/C,28/02/2021,40
38,3/30/2021,Savings for the Month of March 2021,173056,DFCU SACCO A/C,30/03/2021,40
38,4/30/2021,Savings for the Month of April 2021,173056,DFCU SACCO A/C,30/04/2021,40
38,5/31/2021,Savings by Katugume Fred for the Month of  May 2021,173056,DFCU SACCO A/C,31/05/2021,40
38,6/24/2021,Savings by Katugume Fred for the Month of  June 2021,173056,DFCU SACCO A/C,24/06/2021,40
39,2/28/2020,Savings for the Month of February 2020,108160,Equity Joint A/C,28/02/2020,50
39,3/31/2020,Savings for the Month of March 2020,108160,Equity Joint A/C,31/03/2020,50
39,4/30/2020,Savings for the Month of April 2020,108160,Equity Joint A/C,30/04/2020,50
39,5/23/2020,Savings for the Month of May 2020,108160,Equity Joint A/C,23/05/2020,50
39,6/30/2020,Savings for the Month of June 2020,108160,Equity Joint A/C,30/06/2020,50
39,7/31/2020,Savings for the Month of July 2020,108160,Equity Joint A/C,31/07/2020,50
39,8/31/2020,Savings for the Month of August 2020,108160,Equity Joint A/C,31/08/2020,50
39,9/30/2020,Savings for the Month of September 2020,108160,Equity Joint A/C,30/09/2020,50
39,10/27/2020,Savings for the Month of October 2020,108160,DFCU SACCO A/C,27/10/2020,40
39,11/30/2020,Savings for the Month of November 2020,108160,DFCU SACCO A/C,30/11/2020,40
39,12/31/2020,Savings for the Month of December 2020,108160,DFCU SACCO A/C,31/12/2020,40
39,1/31/2021,Savings for the Month of January 2021,108160,DFCU SACCO A/C,31/01/2021,40
39,2/28/2021,Savings for the Month of February 2021,108160,DFCU SACCO A/C,28/02/2021,40
39,3/30/2021,Savings for the Month of March 2021,108160,DFCU SACCO A/C,30/03/2021,40
39,4/30/2021,Savings for the Month of April 2021,108160,DFCU SACCO A/C,30/04/2021,40
39,5/31/2021,Savings by Nalugemwa Shamim for the Month of  May 2021,108160,DFCU SACCO A/C,31/05/2021,40
39,6/24/2021,Savings by Nalugemwa Shamim for the Month of  June 2021,108160,DFCU SACCO A/C,24/06/2021,40
40,2/28/2020,Savings for the Month of February 2020,51376,Equity Joint A/C,28/02/2020,50
40,3/31/2020,Savings for the Month of March 2020,51376,Equity Joint A/C,31/03/2020,50
40,4/30/2020,Savings for the Month of April 2020,51376,Equity Joint A/C,30/04/2020,50
40,5/23/2020,Savings for the Month of May 2020,51376,Equity Joint A/C,23/05/2020,50
40,6/30/2020,Savings for the Month of June 2020,51376,Equity Joint A/C,30/06/2020,50
40,7/31/2020,Savings for the Month of July 2020,51376,Equity Joint A/C,31/07/2020,50
40,8/31/2020,Savings for the Month of August 2020,51376,Equity Joint A/C,31/08/2020,50
40,9/30/2020,Savings for the Month of September 2020,51376,Equity Joint A/C,30/09/2020,50
