RECORD_ID,LOAN_ID,PERIOD,PAYMENT_DATE,BEGINING_BALANCE,PAYMENT_AMOUNT,PAYMENT_PRINCIPLE,PAYMENT_INTEREST,ENDING_BALANCE,PAID,DATE,CREATED_BY,CREATED_DT,TRANS_REF
239545,165506,21,23/07/2022,13959757,440114,267771,172343,13519643,N,NULL,9,28/10/2020,NULL
239546,165506,22,23/08/2022,13688639,440114,271118,168996,13248525,N,NULL,9,28/10/2020,NULL
239547,165506,23,23/09/2022,13414132,440114,274507,165607,12974018,N,NULL,9,28/10/2020,NULL
239548,165506,24,23/10/2022,13136193,440114,277939,162175,12696079,N,NULL,9,28/10/2020,NULL
239549,165506,25,23/11/2022,12854780,440114,281413,158701,12414666,N,NULL,9,28/10/2020,NULL
239550,165506,26,23/12/2022,12569850,440114,284930,155183,12129736,N,NULL,9,28/10/2020,NULL
239551,165506,27,23/01/2023,12281358,440114,288492,151622,11841244,N,NULL,9,28/10/2020,NULL
239552,165506,28,23/02/2023,11989260,440114,292098,148016,11549146,N,NULL,9,28/10/2020,NULL
239553,165506,29,23/03/2023,11693511,440114,295749,144364,11253397,N,NULL,9,28/10/2020,NULL
239554,165506,30,23/04/2023,11394065,440114,299446,140667,10953951,N,NULL,9,28/10/2020,NULL
239555,165506,31,23/05/2023,11090876,440114,303189,136924,10650762,N,NULL,9,28/10/2020,NULL
239556,165506,32,23/06/2023,10783897,440114,306979,133134,10343783,N,NULL,9,28/10/2020,NULL
239557,165506,33,23/07/2023,10473081,440114,310816,129297,10032967,N,NULL,9,28/10/2020,NULL
239558,165506,34,23/08/2023,10158379,440114,314702,125412,9718265,N,NULL,9,28/10/2020,NULL
239559,165506,35,23/09/2023,9839744,440114,318635,121478,9399630,N,NULL,9,28/10/2020,NULL
239560,165506,36,23/10/2023,9517126,440114,322618,117495,9077012,N,NULL,9,28/10/2020,NULL
239561,165506,37,23/11/2023,9190475,440114,326651,113463,8750361,N,NULL,9,28/10/2020,NULL
239562,165506,38,23/12/2023,8859741,440114,330734,109379,8419627,N,NULL,9,28/10/2020,NULL
239563,165506,39,23/01/2024,8524873,440114,334868,105245,8084759,N,NULL,9,28/10/2020,NULL
239564,165506,40,23/02/2024,8185819,440114,339054,101059,7745705,N,NULL,9,28/10/2020,NULL
239565,165506,41,23/03/2024,7842527,440114,343292,96821,7402413,N,NULL,9,28/10/2020,NULL
239566,165506,42,23/04/2024,7494943,440114,347584,92530,7054829,N,NULL,9,28/10/2020,NULL
239567,165506,43,23/05/2024,7143015,440114,351928,88185,6702901,N,NULL,9,28/10/2020,NULL
239568,165506,44,23/06/2024,6786687,440114,356328,83786,6346573,N,NULL,9,28/10/2020,NULL
239569,165506,45,23/07/2024,6425905,440114,360782,79332,5985791,N,NULL,9,28/10/2020,NULL
239570,165506,46,23/08/2024,6060614,440114,365291,74822,5620500,N,NULL,9,28/10/2020,NULL
239571,165506,47,23/09/2024,5690756,440114,369858,70256,5250642,N,NULL,9,28/10/2020,NULL
239572,165506,48,23/10/2024,5316275,440114,374481,65633,4876161,N,NULL,9,28/10/2020,NULL
239573,165506,49,23/11/2024,4937113,440114,379162,60952,4496999,N,NULL,9,28/10/2020,NULL
239574,165506,50,23/12/2024,4553212,440114,383901,56212,4113098,N,NULL,9,28/10/2020,NULL
239575,165506,51,23/01/2025,4164512,440114,388700,51414,3724398,N,NULL,9,28/10/2020,NULL
239576,165506,52,23/02/2025,3770953,440114,393559,46555,3330839,N,NULL,9,28/10/2020,NULL
239577,165506,53,23/03/2025,3372475,440114,398478,41635,2932361,N,NULL,9,28/10/2020,NULL
239578,165506,54,23/04/2025,2969016,440114,403459,36654,2528902,N,NULL,9,28/10/2020,NULL
239579,165506,55,23/05/2025,2560514,440114,408502,31611,2120400,N,NULL,9,28/10/2020,NULL
239580,165506,56,23/06/2025,2146905,440114,413609,26505,1706791,N,NULL,9,28/10/2020,NULL
239581,165506,57,23/07/2025,1728126,440114,418779,21335,1288012,N,NULL,9,28/10/2020,NULL
239582,165506,58,23/08/2025,1304112,440114,424014,16100,863998,N,NULL,9,28/10/2020,NULL
239583,165506,59,23/09/2025,874798,440114,429314,10800,434684,N,NULL,9,28/10/2020,NULL
239584,165506,60,23/10/2025,440118,440114,434684,5434,0,N,NULL,9,28/10/2020,NULL
239585,165507,1,23/11/2020,1014167,342822,328655,14167,671345,Y,23/11/2020,9,28/10/2020,274966
239586,165507,2,23/12/2020,680856,342822,333311,9511,338034,N,NULL,9,28/10/2020,NULL
239587,165507,3,23/01/2021,342823,342822,338034,4789,0,N,NULL,9,28/10/2020,NULL
239588,165508,1,23/11/2020,9941251,273257,150525,122731,9667994,Y,23/11/2020,9,28/10/2020,274965
239589,165508,2,23/12/2020,9788844,273257,152407,120850,9515587,N,NULL,9,28/10/2020,NULL
239590,165508,3,23/01/2021,9634532,273257,154312,118945,9361275,N,NULL,9,28/10/2020,NULL
239591,165508,4,23/02/2021,9478291,273257,156241,117016,9205034,N,NULL,9,28/10/2020,NULL
239592,165508,5,23/03/2021,9320097,273257,158194,115063,9046840,N,NULL,9,28/10/2020,NULL
239593,165508,6,23/04/2021,9159926,273257,160171,113086,8886669,N,NULL,9,28/10/2020,NULL
239594,165508,7,23/05/2021,8997753,273257,162173,111083,8724496,N,NULL,9,28/10/2020,NULL
239595,165508,8,23/06/2021,8833552,273257,164201,109056,8560295,N,NULL,9,28/10/2020,NULL
239596,165508,9,23/07/2021,8667299,273257,166253,107004,8394042,N,NULL,9,28/10/2020,NULL
239597,165508,10,23/08/2021,8498968,273257,168331,104926,8225711,N,NULL,9,28/10/2020,NULL
239598,165508,11,23/09/2021,8328533,273257,170435,102821,8055276,N,NULL,9,28/10/2020,NULL
239599,165508,12,23/10/2021,8155967,273257,172566,100691,7882710,N,NULL,9,28/10/2020,NULL
239600,165508,13,23/11/2021,7981244,273257,174723,98534,7707987,N,NULL,9,28/10/2020,NULL
239601,165508,14,23/12/2021,7804337,273257,176907,96350,7531080,N,NULL,9,28/10/2020,NULL
239602,165508,15,23/01/2022,7625219,273257,179118,94139,7351962,N,NULL,9,28/10/2020,NULL
239603,165508,16,23/02/2022,7443862,273257,181357,91900,7170605,N,NULL,9,28/10/2020,NULL
239604,165508,17,23/03/2022,7260238,273257,183624,89633,6986981,N,NULL,9,28/10/2020,NULL
239605,165508,18,23/04/2022,7074319,273257,185919,87337,6801062,N,NULL,9,28/10/2020,NULL
239606,165508,19,23/05/2022,6886076,273257,188243,85013,6612819,N,NULL,9,28/10/2020,NULL
239607,165508,20,23/06/2022,6695479,273257,190597,82660,6422222,N,NULL,9,28/10/2020,NULL
239608,165508,21,23/07/2022,6502500,273257,192979,80278,6229243,N,NULL,9,28/10/2020,NULL
239609,165508,22,23/08/2022,6307109,273257,195391,77866,6033852,N,NULL,9,28/10/2020,NULL
239610,165508,23,23/09/2022,6109275,273257,197834,75423,5836018,N,NULL,9,28/10/2020,NULL
239611,165508,24,23/10/2022,5908968,273257,200307,72950,5635711,N,NULL,9,28/10/2020,NULL
239612,165508,25,23/11/2022,5706158,273257,202810,70446,5432901,N,NULL,9,28/10/2020,NULL
239613,165508,26,23/12/2022,5500813,273257,205345,67911,5227556,N,NULL,9,28/10/2020,NULL
239614,165508,27,23/01/2023,5292901,273257,207912,65344,5019644,N,NULL,9,28/10/2020,NULL
239615,165508,28,23/02/2023,5082390,273257,210511,62746,4809133,N,NULL,9,28/10/2020,NULL
239616,165508,29,23/03/2023,4869247,273257,213143,60114,4595990,N,NULL,9,28/10/2020,NULL
239617,165508,30,23/04/2023,4653440,273257,215807,57450,4380183,N,NULL,9,28/10/2020,NULL
239618,165508,31,23/05/2023,4434936,273257,218504,54752,4161679,N,NULL,9,28/10/2020,NULL
239619,165508,32,23/06/2023,4213700,273257,221236,52021,3940443,N,NULL,9,28/10/2020,NULL
239620,165508,33,23/07/2023,3989699,273257,224001,49256,3716442,N,NULL,9,28/10/2020,NULL
239621,165508,34,23/08/2023,3762898,273257,226801,46456,3489641,N,NULL,9,28/10/2020,NULL
239622,165508,35,23/09/2023,3533262,273257,229636,43620,3260005,N,NULL,9,28/10/2020,NULL
239623,165508,36,23/10/2023,3300755,273257,232507,40750,3027498,N,NULL,9,28/10/2020,NULL
239624,165508,37,23/11/2023,3065342,273257,235413,37844,2792085,N,NULL,9,28/10/2020,NULL
239625,165508,38,23/12/2023,2826986,273257,238356,34901,2553729,N,NULL,9,28/10/2020,NULL
239626,165508,39,23/01/2024,2585651,273257,241335,31922,2312394,N,NULL,9,28/10/2020,NULL
239627,165508,40,23/02/2024,2341299,273257,244352,28905,2068042,N,NULL,9,28/10/2020,NULL
239628,165508,41,23/03/2024,2093893,273257,247406,25851,1820636,N,NULL,9,28/10/2020,NULL
239629,165508,42,23/04/2024,1843394,273257,250499,22758,1570137,N,NULL,9,28/10/2020,NULL
239630,165508,43,23/05/2024,1589764,273257,253630,19627,1316507,N,NULL,9,28/10/2020,NULL
239631,165508,44,23/06/2024,1332964,273257,256800,16456,1059707,N,NULL,9,28/10/2020,NULL
239632,165508,45,23/07/2024,1072954,273257,260010,13246,799697,N,NULL,9,28/10/2020,NULL
239633,165508,46,23/08/2024,809693,273257,263261,9996,536436,N,NULL,9,28/10/2020,NULL
239634,165508,47,23/09/2024,543142,273257,266551,6705,269885,N,NULL,9,28/10/2020,NULL
239635,165508,48,23/10/2024,273259,273257,269885,3374,0,N,NULL,9,28/10/2020,NULL
239636,165509,1,26/11/2020,405667,137129,131462,5667,268538,Y,26/11/2020,9,28/10/2020,275216
239637,165509,2,26/12/2020,272342,137129,133325,3804,135213,N,NULL,9,28/10/2020,NULL
239638,165509,3,26/01/2021,137129,137129,135213,1916,0,N,NULL,9,28/10/2020,NULL
239639,165510,1,26/11/2020,9002747,802541,691396,111145,8200206,Y,26/11/2020,9,28/10/2020,275215
239640,165510,2,26/12/2020,8302709,802541,700038,102503,7500168,N,NULL,9,28/10/2020,NULL
239641,165510,3,26/01/2021,7593920,802541,708789,93752,6791379,N,NULL,9,28/10/2020,NULL
239642,165510,4,26/02/2021,6876271,802541,717649,84892,6073730,N,NULL,9,28/10/2020,NULL
239643,165510,5,26/03/2021,6149652,802541,726619,75922,5347111,N,NULL,9,28/10/2020,NULL
239644,165510,6,26/04/2021,5413950,802541,735702,66839,4611409,N,NULL,9,28/10/2020,NULL
239645,165510,7,26/05/2021,4669052,802541,744898,57643,3866511,N,NULL,9,28/10/2020,NULL
239646,165510,8,26/06/2021,3914842,802541,754210,48331,3112301,N,NULL,9,28/10/2020,NULL
239647,165510,9,26/07/2021,3151205,802541,763637,38904,2348664,N,NULL,9,28/10/2020,NULL
239648,165510,10,26/08/2021,2378022,802541,773183,29358,1575481,N,NULL,9,28/10/2020,NULL
239649,165510,11,26/09/2021,1595175,802541,782847,19694,792634,N,NULL,9,28/10/2020,NULL
239650,165510,12,26/10/2021,802542,802541,792634,9908,0,N,NULL,9,28/10/2020,NULL
239651,165511,1,27/11/2020,3846692,342910,295420,47490,3503782,Y,27/11/2020,9,28/10/2020,275300
239652,165511,2,27/12/2020,3547580,342910,299112,43797,3204670,N,NULL,9,28/10/2020,NULL
239653,165511,3,27/01/2021,3244729,342910,302851,40058,2901819,N,NULL,9,28/10/2020,NULL
239654,165511,4,27/02/2021,2938092,342910,306637,36273,2595182,N,NULL,9,28/10/2020,NULL
239655,165511,5,27/03/2021,2627622,342910,310470,32440,2284712,N,NULL,9,28/10/2020,NULL
239656,165511,6,27/04/2021,2313271,342910,314351,28559,1970361,N,NULL,9,28/10/2020,NULL
239657,165511,7,27/05/2021,1994991,342910,318280,24630,1652081,N,NULL,9,28/10/2020,NULL
239658,165511,8,27/06/2021,1672732,342910,322259,20651,1329822,N,NULL,9,28/10/2020,NULL
239659,165511,9,27/07/2021,1346445,342910,326287,16623,1003535,N,NULL,9,28/10/2020,NULL
239660,165511,10,27/08/2021,1016080,342910,330365,12544,673170,N,NULL,9,28/10/2020,NULL
239661,165511,11,27/09/2021,681585,342910,334495,8415,338675,N,NULL,9,28/10/2020,NULL
239662,165511,12,27/10/2021,342909,342910,338675,4233,0,N,NULL,9,28/10/2020,NULL
239663,165512,1,27/11/2020,506250,254697,248447,6250,251553,Y,27/11/2020,9,28/10/2020,275305
239664,165512,2,27/11/2020,254697,254697,251553,0,0,Y,27/11/2020,9,28/10/2020,275306
239665,165513,1,2/12/2020,2028333,685644,657311,28333,1342689,Y,2/12/2020,10,2/11/2020,275541
239666,165513,2,2/1/2021,1361710,685644,666623,19021,676066,N,NULL,10,2/11/2020,NULL
239667,165513,3,2/2/2021,685643,685644,676066,9578,0,N,NULL,10,2/11/2020,NULL
239668,165514,1,2/12/2020,1771919,304567,282691,21876,1467352,Y,2/12/2020,10,2/11/2020,275540
239669,165514,2,2/1/2021,1485694,304567,286225,18342,1181127,N,NULL,10,2/11/2020,NULL
239670,165514,3,2/2/2021,1195891,304567,289803,14764,891324,N,NULL,10,2/11/2020,NULL
239671,165514,4,2/3/2021,902466,304567,293425,11142,597899,N,NULL,10,2/11/2020,NULL
239672,165514,5,2/4/2021,605373,304567,297093,7474,300806,N,NULL,10,2/11/2020,NULL
239673,165514,6,2/5/2021,304566,304567,300806,3760,0,N,NULL,10,2/11/2020,NULL
239674,165515,1,2/12/2020,10125000,1070031,945031,125000,9054969,Y,2/12/2020,10,2/11/2020,275539
239675,165515,2,2/1/2021,9168156,1070031,956844,113187,8098125,N,NULL,10,2/11/2020,NULL
239676,165515,3,2/2/2021,8199352,1070031,968804,101227,7129321,N,NULL,10,2/11/2020,NULL
239677,165515,4,2/3/2021,7218438,1070031,980914,89117,6148407,N,NULL,10,2/11/2020,NULL
239678,165515,5,2/4/2021,6225262,1070031,993176,76855,5155231,N,NULL,10,2/11/2020,NULL
239679,165515,6,2/5/2021,5219672,1070031,1005590,64440,4149641,N,NULL,10,2/11/2020,NULL
239680,165515,7,2/6/2021,4201512,1070031,1018160,51871,3131481,N,NULL,10,2/11/2020,NULL
239681,165515,8,2/7/2021,3170625,1070031,1030887,39144,2100594,N,NULL,10,2/11/2020,NULL
239682,165515,9,2/8/2021,2126852,1070031,1043773,26257,1056821,N,NULL,10,2/11/2020,NULL
239683,165515,10,2/9/2021,1070032,1070031,1056821,13210,0,N,NULL,10,2/11/2020,NULL
239684,165516,1,30/11/2020,10115482,237676,112793,124882,9877806,Y,30/11/2020,9,3/11/2020,275377
239685,165516,2,30/12/2020,10001279,237676,114203,123473,9763603,N,NULL,9,3/11/2020,NULL
239686,165516,3,30/01/2021,9885648,237676,115631,122045,9647972,N,NULL,9,3/11/2020,NULL
239687,165516,4,28/02/2021,9768572,237676,117076,120600,9530896,N,NULL,9,3/11/2020,NULL
239688,165516,5,28/03/2021,9650033,237676,118539,119136,9412357,N,NULL,9,3/11/2020,NULL
239689,165516,6,28/04/2021,9530012,237676,120021,117654,9292336,N,NULL,9,3/11/2020,NULL
239690,165516,7,28/05/2021,9408491,237676,121521,116154,9170815,N,NULL,9,3/11/2020,NULL
239691,165516,8,28/06/2021,9285451,237676,123040,114635,9047775,N,NULL,9,3/11/2020,NULL
239692,165516,9,28/07/2021,9160873,237676,124578,113097,8923197,N,NULL,9,3/11/2020,NULL
239693,165516,10,28/08/2021,9034737,237676,126136,111540,8797061,N,NULL,9,3/11/2020,NULL
239694,165516,11,28/09/2021,8907025,237676,127712,109963,8669349,N,NULL,9,3/11/2020,NULL
239695,165516,12,28/10/2021,8777716,237676,129309,108367,8540040,N,NULL,9,3/11/2020,NULL
239696,165516,13,28/11/2021,8646791,237676,130925,106750,8409115,N,NULL,9,3/11/2020,NULL
239697,165516,14,28/12/2021,8514229,237676,132562,105114,8276553,N,NULL,9,3/11/2020,NULL
239698,165516,15,28/01/2022,8380010,237676,134219,103457,8142334,N,NULL,9,3/11/2020,NULL
239699,165516,16,28/02/2022,8244114,237676,135896,101779,8006438,N,NULL,9,3/11/2020,NULL
239700,165516,17,28/03/2022,8106519,237676,137595,100080,7868843,N,NULL,9,3/11/2020,NULL
239701,165516,18,28/04/2022,7967204,237676,139315,98361,7729528,N,NULL,9,3/11/2020,NULL
239702,165516,19,28/05/2022,7826147,237676,141057,96619,7588471,N,NULL,9,3/11/2020,NULL
239703,165516,20,28/06/2022,7683327,237676,142820,94856,7445651,N,NULL,9,3/11/2020,NULL
239704,165516,21,28/07/2022,7538722,237676,144605,93071,7301046,N,NULL,9,3/11/2020,NULL
239705,165516,22,28/08/2022,7392309,237676,146413,91263,7154633,N,NULL,9,3/11/2020,NULL
239706,165516,23,28/09/2022,7244066,237676,148243,89433,7006390,N,NULL,9,3/11/2020,NULL
239707,165516,24,28/10/2022,7093970,237676,150096,87580,6856294,N,NULL,9,3/11/2020,NULL
239708,165516,25,28/11/2022,6941998,237676,151972,85704,6704322,N,NULL,9,3/11/2020,NULL
239709,165516,26,28/12/2022,6788126,237676,153872,83804,6550450,N,NULL,9,3/11/2020,NULL
239710,165516,27,28/01/2023,6632331,237676,155795,81881,6394655,N,NULL,9,3/11/2020,NULL
239711,165516,28,28/02/2023,6474589,237676,157742,79933,6236913,N,NULL,9,3/11/2020,NULL
239712,165516,29,28/03/2023,6314875,237676,159714,77961,6077199,N,NULL,9,3/11/2020,NULL
239713,165516,30,28/04/2023,6153164,237676,161711,75965,5915488,N,NULL,9,3/11/2020,NULL
239714,165516,31,28/05/2023,5989432,237676,163732,73944,5751756,N,NULL,9,3/11/2020,NULL
239715,165516,32,28/06/2023,5823653,237676,165779,71897,5585977,N,NULL,9,3/11/2020,NULL
239716,165516,33,28/07/2023,5655802,237676,167851,69825,5418126,N,NULL,9,3/11/2020,NULL
239717,165516,34,28/08/2023,5485853,237676,169949,67727,5248177,N,NULL,9,3/11/2020,NULL
239718,165516,35,28/09/2023,5313780,237676,172073,65602,5076104,N,NULL,9,3/11/2020,NULL
239719,165516,36,28/10/2023,5139556,237676,174224,63451,4901880,N,NULL,9,3/11/2020,NULL
239720,165516,37,28/11/2023,4963154,237676,176402,61273,4725478,N,NULL,9,3/11/2020,NULL
239721,165516,38,28/12/2023,4784547,237676,178607,59068,4546871,N,NULL,9,3/11/2020,NULL
239722,165516,39,28/01/2024,4603707,237676,180840,56836,4366031,N,NULL,9,3/11/2020,NULL
239723,165516,40,28/02/2024,4420607,237676,183100,54575,4182931,N,NULL,9,3/11/2020,NULL
239724,165516,41,28/03/2024,4235218,237676,185389,52287,3997542,N,NULL,9,3/11/2020,NULL
239725,165516,42,28/04/2024,4047512,237676,187706,49969,3809836,N,NULL,9,3/11/2020,NULL
239726,165516,43,28/05/2024,3857459,237676,190053,47623,3619783,N,NULL,9,3/11/2020,NULL
239727,165516,44,28/06/2024,3665031,237676,192428,45247,3427355,N,NULL,9,3/11/2020,NULL
239728,165516,45,28/07/2024,3470197,237676,194834,42842,3232521,N,NULL,9,3/11/2020,NULL
239729,165516,46,28/08/2024,3272928,237676,197269,40406,3035252,N,NULL,9,3/11/2020,NULL
239730,165516,47,28/09/2024,3073193,237676,199735,37941,2835517,N,NULL,9,3/11/2020,NULL
239731,165516,48,28/10/2024,2870961,237676,202232,35444,2633285,N,NULL,9,3/11/2020,NULL
239732,165516,49,28/11/2024,2666201,237676,204760,32916,2428525,N,NULL,9,3/11/2020,NULL
239733,165516,50,28/12/2024,2458882,237676,207319,30357,2221206,N,NULL,9,3/11/2020,NULL
239734,165516,51,28/01/2025,2248971,237676,209911,27765,2011295,N,NULL,9,3/11/2020,NULL
239735,165516,52,28/02/2025,2036437,237676,212534,25141,1798761,N,NULL,9,3/11/2020,NULL
239736,165516,53,28/03/2025,1821246,237676,215191,22484,1583570,N,NULL,9,3/11/2020,NULL
239737,165516,54,28/04/2025,1603365,237676,217881,19795,1365689,N,NULL,9,3/11/2020,NULL
239738,165516,55,28/05/2025,1382760,237676,220605,17071,1145084,N,NULL,9,3/11/2020,NULL
239739,165516,56,28/06/2025,1159398,237676,223362,14314,921722,N,NULL,9,3/11/2020,NULL
239740,165516,57,28/07/2025,933244,237676,226154,11521,695568,N,NULL,9,3/11/2020,NULL
239741,165516,58,28/08/2025,704263,237676,228981,8695,466587,N,NULL,9,3/11/2020,NULL
239742,165516,59,28/09/2025,472420,237676,231843,5832,234744,N,NULL,9,3/11/2020,NULL
239743,165516,60,28/10/2025,237679,237676,234744,2934,0,N,NULL,9,3/11/2020,NULL
239744,165517,1,30/11/2020,3543750,609118,565368,43750,2934632,Y,30/11/2020,9,3/11/2020,275376
239745,165517,2,30/12/2020,2971315,609118,572435,36683,2362197,N,NULL,9,3/11/2020,NULL
239746,165517,3,30/01/2021,2391724,609118,579591,29527,1782606,N,NULL,9,3/11/2020,NULL
239747,165517,4,28/02/2021,1804888,609118,586836,22283,1195770,N,NULL,9,3/11/2020,NULL
239748,165517,5,28/03/2021,1210717,609118,594171,14947,601599,N,NULL,9,3/11/2020,NULL
239749,165517,6,28/04/2021,609119,609118,601599,7520,0,N,NULL,9,3/11/2020,NULL
239750,165518,1,30/11/2020,10115055,734542,609665,124877,9380513,Y,30/11/2020,9,3/11/2020,275375
239751,165518,2,30/12/2020,9497769,734542,617286,117256,8763227,N,NULL,9,3/11/2020,NULL
239752,165518,3,30/01/2021,8872767,734542,625002,109540,8138225,N,NULL,9,3/11/2020,NULL
239753,165518,4,28/02/2021,8239952,734542,632815,101728,7505410,N,NULL,9,3/11/2020,NULL
239754,165518,5,28/03/2021,7599227,734542,640725,93818,6864685,N,NULL,9,3/11/2020,NULL
239755,165518,6,28/04/2021,6950493,734542,648734,85809,6215951,N,NULL,9,3/11/2020,NULL
239756,165518,7,28/05/2021,6293650,734542,656843,77699,5559108,N,NULL,9,3/11/2020,NULL
239757,165518,8,28/06/2021,5628596,734542,665054,69489,4894054,N,NULL,9,3/11/2020,NULL
239758,165518,9,28/07/2021,4955229,734542,673367,61176,4220687,N,NULL,9,3/11/2020,NULL
239759,165518,10,28/08/2021,4273445,734542,681784,52759,3538903,N,NULL,9,3/11/2020,NULL
239760,165518,11,28/09/2021,3583139,734542,690306,44236,2848597,N,NULL,9,3/11/2020,NULL
239761,165518,12,28/10/2021,2884204,734542,698935,35607,2149662,N,NULL,9,3/11/2020,NULL
239762,165518,13,28/11/2021,2176532,734542,707672,26871,1441990,N,NULL,9,3/11/2020,NULL
239763,165518,14,28/12/2021,1460014,734542,716518,18025,725472,N,NULL,9,3/11/2020,NULL
239764,165518,15,28/01/2022,734540,734542,725472,9068,0,N,NULL,9,3/11/2020,NULL
239765,165519,1,30/11/2020,10071530,897817,773477,124340,9173713,Y,30/11/2020,9,3/11/2020,275374
239766,165519,2,30/12/2020,9288385,897817,783145,114671,8390568,N,NULL,9,3/11/2020,NULL
239767,165519,3,30/01/2021,8495451,897817,792934,104882,7597634,N,NULL,9,3/11/2020,NULL
239768,165519,4,28/02/2021,7692605,897817,802846,94970,6794788,N,NULL,9,3/11/2020,NULL
239769,165519,5,28/03/2021,6879723,897817,812882,84935,5981906,N,NULL,9,3/11/2020,NULL
239770,165519,6,28/04/2021,6056680,897817,823043,74774,5158863,N,NULL,9,3/11/2020,NULL
239771,165519,7,28/05/2021,5223349,897817,833331,64486,4325532,N,NULL,9,3/11/2020,NULL
239772,165519,8,28/06/2021,4379602,897817,843747,54069,3481785,N,NULL,9,3/11/2020,NULL
239773,165519,9,28/07/2021,3525308,897817,854294,43522,2627491,N,NULL,9,3/11/2020,NULL
239774,165519,10,28/08/2021,2660335,897817,864973,32844,1762518,N,NULL,9,3/11/2020,NULL
239775,165519,11,28/09/2021,1784550,897817,875785,22031,886733,N,NULL,9,3/11/2020,NULL
239776,165519,12,28/10/2021,897818,897817,886733,11084,0,N,NULL,9,3/11/2020,NULL
239777,165520,1,30/11/2020,3588249,260574,216275,44299,3327675,Y,30/11/2020,9,3/11/2020,275373
239778,165520,2,30/12/2020,3369271,260574,218978,41596,3108697,N,NULL,9,3/11/2020,NULL
239779,165520,3,30/01/2021,3147556,260574,221715,38859,2886982,N,NULL,9,3/11/2020,NULL
239780,165520,4,28/02/2021,2923069,260574,224487,36087,2662495,N,NULL,9,3/11/2020,NULL
239781,165520,5,28/03/2021,2695776,260574,227293,33281,2435202,N,NULL,9,3/11/2020,NULL
239782,165520,6,28/04/2021,2465642,260574,230134,30440,2205068,N,NULL,9,3/11/2020,NULL
239783,165520,7,28/05/2021,2232631,260574,233011,27563,1972057,N,NULL,9,3/11/2020,NULL
239784,165520,8,28/06/2021,1996708,260574,235923,24651,1736134,N,NULL,9,3/11/2020,NULL
239785,165520,9,28/07/2021,1757836,260574,238872,21702,1497262,N,NULL,9,3/11/2020,NULL
239786,165520,10,28/08/2021,1515978,260574,241858,18716,1255404,N,NULL,9,3/11/2020,NULL
239787,165520,11,28/09/2021,1271096,260574,244882,15693,1010522,N,NULL,9,3/11/2020,NULL
239788,165520,12,28/10/2021,1023153,260574,247943,12632,762579,N,NULL,9,3/11/2020,NULL
239789,165520,13,28/11/2021,772111,260574,251042,9532,511537,N,NULL,9,3/11/2020,NULL
239790,165520,14,28/12/2021,517931,260574,254180,6394,257357,N,NULL,9,3/11/2020,NULL
239791,165520,15,28/01/2022,260574,260574,257357,3217,0,N,NULL,9,3/11/2020,NULL
239792,165521,1,30/11/2020,10122241,902337,777371,124966,9219904,Y,30/11/2020,9,3/11/2020,275372
239793,165521,2,30/12/2020,9335153,902337,787088,115249,8432816,N,NULL,9,3/11/2020,NULL
239794,165521,3,30/01/2021,8538226,902337,796927,105410,7635889,N,NULL,9,3/11/2020,NULL
239795,165521,4,28/02/2021,7731337,902337,806889,95449,6829000,N,NULL,9,3/11/2020,NULL
239796,165521,5,28/03/2021,6914362,902337,816975,85362,6012025,N,NULL,9,3/11/2020,NULL
239797,165521,6,28/04/2021,6087175,902337,827187,75150,5184838,N,NULL,9,3/11/2020,NULL
239798,165521,7,28/05/2021,5249648,902337,837527,64810,4347311,N,NULL,9,3/11/2020,NULL
239799,165521,8,28/06/2021,4401652,902337,847996,54341,3499315,N,NULL,9,3/11/2020,NULL
239800,165521,9,28/07/2021,3543056,902337,858596,43741,2640719,N,NULL,9,3/11/2020,NULL
239801,165521,10,28/08/2021,2673728,902337,869328,33009,1771391,N,NULL,9,3/11/2020,NULL
239802,165521,11,28/09/2021,1793533,902337,880195,22142,891196,N,NULL,9,3/11/2020,NULL
239803,165521,12,28/10/2021,902336,902337,891196,11140,0,N,NULL,9,3/11/2020,NULL
239804,165522,1,30/11/2020,7290000,349104,259104,90000,6940896,Y,30/11/2020,9,3/11/2020,275371
239805,165522,2,30/12/2020,7027657,349104,262343,86761,6678553,N,NULL,9,3/11/2020,NULL
239806,165522,3,30/01/2021,6762035,349104,265622,83482,6412931,N,NULL,9,3/11/2020,NULL
239807,165522,4,28/02/2021,6493093,349104,268942,80162,6143989,N,NULL,9,3/11/2020,NULL
239808,165522,5,28/03/2021,6220789,349104,272304,76800,5871685,N,NULL,9,3/11/2020,NULL
239809,165522,6,28/04/2021,5945081,349104,275708,73396,5595977,N,NULL,9,3/11/2020,NULL
239810,165522,7,28/05/2021,5665927,349104,279154,69950,5316823,N,NULL,9,3/11/2020,NULL
239811,165522,8,28/06/2021,5383283,349104,282644,66460,5034179,N,NULL,9,3/11/2020,NULL
239812,165522,9,28/07/2021,5097106,349104,286177,62927,4748002,N,NULL,9,3/11/2020,NULL
239813,165522,10,28/08/2021,4807352,349104,289754,59350,4458248,N,NULL,9,3/11/2020,NULL
239814,165522,11,28/09/2021,4513976,349104,293376,55728,4164872,N,NULL,9,3/11/2020,NULL
239815,165522,12,28/10/2021,4216933,349104,297043,52061,3867829,N,NULL,9,3/11/2020,NULL
239816,165522,13,28/11/2021,3916177,349104,300756,48348,3567073,N,NULL,9,3/11/2020,NULL
